sp,lat,lon
"Pipile_cumanensis",-0.54089,-76.01958
"Pipile_cumanensis",-14.4346,-67.51712
"Pipile_cumanensis",4.68252,-56.18794
"Pipile_cumanensis",4.72439,-56.20751
"Pipile_cumanensis",-0.47107,-76.45919
"Pipile_cumanensis",-1.2798,-76.11191
"Pipile_cumanensis",-0.52493,-76.43927
"Pipile_cumanensis",-1.10475,-76.73165
"Pipile_cumanensis",-1.71194,-73.21333
"Pipile_cumanensis",-0.44196,-76.29988
"Pipile_cumanensis",-3.68245,-70.59858
"Pipile_cumanensis",-1.08594,-76.78701
"Pipile_cumanensis",-1.05708,-76.87553
"Pipile_cumanensis",-13.14483,-69.61201
"Pipile_cumanensis",-0.40729,-75.8893
"Pipile_cumanensis",-1.01011,-76.93969
"Pipile_cumanensis",-12.56629,-70.10084
"Pipile_cumanensis",4.83756,-56.11756
"Pipile_cumanensis",-16.37861,-56.62083
"Pipile_cumanensis",-13.13412,-69.61075
"Pipile_cumanensis",-12.87514,-69.40964
"Pipile_cumanensis",-12.84101,-71.3883
"Pipile_cumanensis",-12.35545,-70.7064
"Pipile_cumanensis",9.91584,-62.91561
"Pipile_cumanensis",-21.15241,-56.41847
"Pipile_cumanensis",-12.87695,-69.40971
"Pipile_cumanensis",-12.89492,-71.40382
"Pipile_cumanensis",-12.60614,-69.03244
"Pipile_cumanensis",-19.57722,-56.15087
"Pipile_cumanensis",-20.09562,-55.96485
"Pipile_cumanensis",-12.41097,-71.09967
"Pipile_cumanensis",-9.59726,-55.93111
"Pipile_cumanensis",-17.36452,-56.77511
"Pipile_cumanensis",-0.46392,-76.46212
"Pipile_cumanensis",-17.31495,-56.71826
"Pipile_cumanensis",-14.42461,-67.92066
"Pipile_cumanensis",-5.41368,-74.73999
"Pipile_cumanensis",-16.7481,-56.85747
"Pipile_cumanensis",-21.09977,-57.84441
"Pipile_cumanensis",-17.28263,-56.69881
"Pipile_cumanensis",-19.58834,-56.08822
"Pipile_cumanensis",-16.50277,-56.74521
"Pipile_cumanensis",-1.06023,-77.54614
"Pipile_cumanensis",-18.18151,-63.8804
"Pipile_cumanensis",-13.07747,-69.58054
"Pipile_cumanensis",-16.6207,-56.73531
"Pipile_cumanensis",-14.09063,-66.77048
"Pipile_cumanensis",-19.95383,-56.30407
"Pipile_cumanensis",-0.5235,-76.43945
"Pipile_cumanensis",-16.51224,-56.71177
"Pipile_cumanensis",-12.83009,-71.37937
"Pipile_cumanensis",-16.50308,-56.74533
"Pipile_cumanensis",1.71531,-61.17382
"Pipile_cumanensis",-16.74579,-56.85677
"Pipile_cumanensis",-13.1437,-69.61165
"Pipile_cumanensis",-0.52608,-76.41787
"Pipile_cumanensis",-16.45692,-56.69135
"Pipile_cumanensis",-12.06989,-69.51646
"Pipile_cumanensis",-9.86021,-70.70734
"Pipile_cumanensis",-19.25696,-55.78652
"Pipile_cumanensis",-16.60867,-57.84674
"Pipile_cumanensis",4.21212,-59.04284
"Pipile_cumanensis",-12.99444,-69.50792
"Pipile_cumanensis",-12.287,-70.79933
"Pipile_cumanensis",-12.87021,-71.37564
"Pipile_cumanensis",4.18173,-59.06439
"Pipile_cumanensis",-16.51256,-56.71129
"Pipile_cumanensis",1.6339,-61.2214
"Pipile_cumanensis",-17.36328,-56.77801
"Pipile_cumanensis",-19.58851,-56.08817
"Pipile_cumanensis",-19.32006,-57.05176
"Pipile_cumanensis",-12.65585,-71.23174
"Pipile_cumanensis",-18.11513,-63.60278
"Pipile_cumanensis",-17.10272,-56.94305
"Pipile_cumanensis",-17.19083,-56.92253
"Pipile_cumanensis",-17.35506,-56.77185
