sp,lat,long
"Proechimys_simonsi",-3.31667,-66.01667
"Proechimys_simonsi",-3.31667,-66
"Proechimys_simonsi",-13.1472,-69.6122
"Proechimys_simonsi",-13.142,-69.607
"Proechimys_simonsi",-12.838,-69.295
"Proechimys_simonsi",-13.503,-69.683
"Proechimys_steerei",-0.65,-76.45
"Proechimys_steerei",-17.06417,-65.47583
"Proechimys_steerei",-17.06667,-65.4
"Proechimys_steerei",-17.10722,-65.54972
"Proechimys_steerei",-8.6,-72.85
"Proechimys_steerei",-8.66667,-72.78333
"Proechimys_steerei",-8.56667,-72.8
"Proechimys_steerei",-8.36667,-72.81667
"Proechimys_steerei",-3.31667,-66
"Proechimys_steerei",-3.31667,-66.01667
"Proechimys_steerei",-3.28333,-66.2333
"Proechimys_steerei",-3.26667,-66.21667
"Proechimys_steerei",-3.28333,-66.23333
"Proechimys_steerei",-6.8,-70.7333
"Proechimys_steerei",-6.83333,-70.08333
"Proechimys_steerei",-6.75,-70.85
"Proechimys_steerei",-6.76667,-70.86667
"Proechimys_steerei",-6.46667,-68.76667
"Proechimys_steerei",-6.46667,-68.7667
"Proechimys_steerei",-6.58333,-68.93333
"Proechimys_steerei",-6.53333,-68.91667
"Proechimys_steerei",-6.58333,-68.9
"Proechimys_steerei",-12.6,-69.05
"Proechimys_steerei",-11.26,-67.34
"Proechimys_steerei",-10.58333,-66.18333
"Proechimys_steerei",-11.23333,-67.11667
"Proechimys_steerei",-11.26667,-67.33333
"Proechimys_steerei",-11.01667,-66.06667
"Proechimys_steerei",-6.75000000,-70.85000000
"Proechimys_steerei",-1.60,-61.80
"Proechimys_steerei",-1.84,-62.80
"Proechimys_steerei",-4.90,-77.14
"Proechimys_steerei",-5.44,-76.75
"Proechimys_steerei",-4.75,-74.16
"Proechimys_steerei",-3.34,-72.17
"Proechimys_steerei",-3.92,-70.46
"Thrichomys_apereoides",-7.50040793788419,-39.7170266779157
"Thrichomys_apereoides",-20.0723915253885,-55.6468942065401
"Thrichomys_apereoides",-18.1504727581684,-43.3837340562508
"Thrichomys_apereoides",-22.1667,-56.4209
"Thrichomys_apereoides",-22.8543,-56.2201
"Thrichomys_apereoides",-18.26667,-60.16667
"Thrichomys_apereoides",-18.16667,-60.06667
"Thrichomys_apereoides",-25.72908,-57.23895
"Thrichomys_apereoides",-25.28333,-57.1
"Thrichomys_apereoides",-22.74549,-55.80921
"Thrichomys_apereoides",-22.6167,-55.9833
"Thrichomys_apereoides",-20.63333,-59.86667
"Thrichomys_apereoides",-23.4167,-57.1501
"Thrichomys_apereoides",-25.259,-57.0667
"Thrichomys_apereoides",-4.83333,-40.91667
"Thrichomys_apereoides",-5.5,-45.25
"Thrichomys_apereoides",-4.96667,-39.01667
"Thrichomys_apereoides",-6.36667,-39.3
"Thrichomys_apereoides",-25.66667,-56.91667
"Thrichomys_apereoides",-5.53333,-47.48333
"Thrichomys_apereoides",-13.0167,-40.0167
"Thrichomys_apereoides",-11.51667,-40.21667
"Thrichomys_apereoides",-16.6004660948291,-42.2003905990654
"Thrichomys_apereoides",-13.77006,-48.74317
"Thrichomys_apereoides",-10.3,-41.4
"Thrichomys_apereoides",-8.81666667,-42.51666667
"Thrichomys_apereoides",-14.61666667,-45.83333333
"Thrichomys_apereoides",-8.81638889,-42.51250000
"Thrichomys_apereoides",-14.06666667,-42.46666667
"Thrichomys_apereoides",-9.38611111,-37.99555556
"Thrichomys_apereoides",-14.80000000,-45.98333333
"Thrichomys_apereoides",-16.84805556,-43.58694444
"Thrichomys_pachyurus",-18.95,-56.466667
"Thrichomys_pachyurus",-19.25000000,-57.01666667
"Thrichomys_pachyurus",-19.58166667,-56.25055556
"Thrichomys_pachyurus",-19.25027778,-57.02472222
"Trinomys_albispinus",-12.8021136679249,-41.2617659347726
"Trinomys_albispinus",-12.8,-41.33333
"Trinomys_albispinus",-11.75,-38.91667
"Trinomys_albispinus",-11.28517,-41.2851
"Trinomys_dimidiatus",-19.91667,-40.6
"Trinomys_dimidiatus",-22.43,-42.98
"Trinomys_dimidiatus",-22.91,-43.18
"Trinomys_gratiosus",-19.965,-40.54
"Trinomys_gratiosus",-19.93556,-40.60028
"Trinomys_iheringi",-23.36667,-45.06667
"Trinomys_iheringi",-19.93556,-40.60028
"Trinomys_iheringi",-23.65,-45.9
"Trinomys_iheringi",-24.33333,-48.41667
"Trinomys_iheringi",-23.41667,-45.11667
"Trinomys_iheringi",-19.39111,-40.07194
"Trinomys_iheringi",-19.83333,-41.83333
"Trinomys_iheringi",-24.21667,-48.08333
"Trinomys_iheringi",-19.39111,-40.07222
"Trinomys_iheringi",-21.01111,-40.83389
"Trinomys_iheringi",-20.26389,-40.42
"Trinomys_iheringi",-25.13333,-47.96667
"Trinomys_iheringi",-22.16667,-48.75
"Trinomys_iheringi",-13.53,-39.75
"Trinomys_iheringi",-19.892,-40.548
"Trinomys_iheringi",-18.73333,-39.85
"Trinomys_iheringi",-19.91667,-40.6
"Trinomys_iheringi",-20.85,-41.1
"Trinomys_iheringi",-5.53333,-47.48333
"Trinomys_iheringi",-11.28517,-41.2851
"Trinomys_paratus",-19.83194,-40.36972
"Trinomys_paratus",-19.39111,-40.07222
"Trinomys_paratus",-20.26389,-40.42
"Trinomys_paratus",-21.01111,-40.83389
"Trinomys_paratus",-19.81666667,-40.16666667
"Trinomys_setosus",-17.1337981668873,-42.7670665540213
"Trinomys_setosus",-19.6347,-43.8927
"Diplomys_rufodorsalis",10.866667,-73.72
"Makalata_macrura",-3.157890,-76.916784
"Makalata_macrura",-3.245644,-71.291784
"Makalata_macrura",-4.560916,-67.424597
"Makalata_macrura",-2.43,-65.25
"Makalata_macrura",-5.30,-66.22
"Makalata_macrura",-2.43,-65.25
"Makalata_macrura",-2.38,-65.27
"Makalata_macrura",-2.55,-65.03
"Makalata_macrura",-3.17,-65.82
"Makalata_macrura",-6.75,-70.00
"Makalata_macrura",-6.80,-70.73
"Makalata_macrura",-4.46,-78.16
"Makalata_macrura",-4.02,-77.75
"Makalata_macrura",-3.28,-66.23
"Makalata_macrura",-6.58,-68.93
"Makalata_rhipidura",-3.773816,-73.303057
"Makalata_rhipidura",-4.3333333,-73.1833333 
"Phyllomys_dasythrix",-28.877821,-50.772071	
"Phyllomys_unicolor",-17.008938,-39.609963
"Thrichomys_inermis",-9.312975,-41.983010
"Thrichomys_inermis",-9.139467,-45.938087
"Thrichomys_inermis",-9.73333333,-41.88333333
"Trinomys_eliasi",-22.486678,-43.498342		
"Callistomys_pictus",-12.855176,-39.230102
"Isothrix_negrensis",-4.205988,-64.609409
"Isothrix_negrensis",-1.660710,-65.751987
"Isothrix_negrensis",-3.679894,-62.236362
"Isothrix_negrensis",-3.10,-66.65
"Isothrix_negrensis",-1.15,-62.72
"Phyllomys_blainvillii",-8.485223,-36.396518
"Phyllomys_lundi",-23.394524,-45.888706
"Trinomys_moojeni",-18.201408,-41.859301
"Phyllomys_mantiqueirensis",-22.741300,-45.588185
"Trinomys_yonenagae",-10.012023,-42.107894
"Makalata_grandis",-3.13333333,-58.41666667
"Makalata_grandis",-2.95000000,-58.25000000
"Makalata_grandis",-2.83333333,-58.21666667
"Makalata_grandis",-4.41666667,-56.21666667
"Makalata_grandis",-2.16666667,-47.58333333
"Makalata_grandis",-1.90000000,-55.16666667
"Makalata_grandis",-2.25000000,-49.51666667
"Makalata_grandis",-2.08333333,-56.76666667
"Makalata_grandis",-2.50000000,-55.16666667
"Makalata_grandis",-1.81666667,-54.96666667
"Makalata_grandis",-1.00000000,-49.50000000
"Makalata_grandis",-1.91666667,-55.51666667
"Makalata_grandis",-2.03333333,-56.20000000
"Myocastor_coypus",-34.20000000,-59.26666667
"Myocastor_coypus",-34.58333333,-59.06666667
"Myocastor_coypus",-34.58333333,-59.18333333
"Capromys_pilorides",22.369503,-81.163139
"Capromys_pilorides",22.614012,-83.708954
"Capromys_pilorides",23.124928,-81.628075
"Capromys_pilorides",20.00306,-75.13306
"Capromys_pilorides",19.9,-75.2
"Capromys_pilorides",21.38,-78.1
"Capromys_pilorides",21.23,-77.52
"Capromys_pilorides",21.9405468827805,-79.4896379059489
"Capromys_pilorides",21.51667,-79.23333
"Capromys_pilorides",20.960593480608,-76.9395760629871
"Capromys_pilorides",20.96139,-77.22969
"Capromys_pilorides",22.5,-81.6
"Capromys_pilorides",21.51667,-79.23333
"Capromys_pilorides",21.35,-77.85
"Capromys_pilorides",22.75,-82.16667
"Capromys_pilorides",19.9,-75.199997
"Capromys_pilorides",23.1167,-82.4167
"Capromys_pilorides",23.09547,-82.3748
"Capromys_pilorides",22,-79
"Capromys_pilorides",19.9,-75.199997
"Capromys_pilorides",22.81667,-80.13333
